UserName;UserAvatar;UserProfile;Content;ScrapeTime;CreateTime;LikeCount;ReplyCount;VideoURL;Column1;Column2;Column3
shuka nette;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e7875e212be51a2774fa3829c11c18d1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=eecb3506&x-expires=1760756400&x-signature=2JxwIbXsRRXcPLxiLDB%2Bti%2Bsd04%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@rencooil;yg salah Erick, yg ditumbalin pelatihnya mulu;17/10/2025 10:56;13h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
Wong Cilik;https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9a5d54db&x-expires=1760756400&x-signature=7t0TQPcYNg%2FLx5xM5J%2BnEi66UzE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@wong.cilik1884;Misi anda sukses;17/10/2025 10:56;13h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
TaufiQ GAPURA;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b706b31ee5221105b0c3daafcca06b96~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=757eb56d&x-expires=1760756400&x-signature=dLzWHgugmCNQxSjV38u0BTbzC4s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@relawananiesgapura;sebenernya bukan pelatihnya yg masalah tp pengurusnya 😌;17/10/2025 10:56;13h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
adesyahrul886;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/dca255a0a35d21fc514d365077ae007c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e74ec33c&x-expires=1760756400&x-signature=PYD%2F3j7K8lUZw8ie3drxS7d6k1o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@adesyahrul886;Ketuanya lah ganti;17/10/2025 10:56;13h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
@Pesan khusus;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2b0918e0af5aaad0ec352572be89ee2d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5d861902&x-expires=1760756400&x-signature=SaBG6Hw8s1U1XjWG7usSYINkJWc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@atiati64233;ke 9;17/10/2025 10:56;13h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
RY;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f1d88e4e758ae519bf92954fc683a664~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3d26ecd0&x-expires=1760756400&x-signature=ITO43N3cDfSD%2FB5FjP8jgu6oJB4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@arymatayane846;kedua;17/10/2025 10:56;13h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
FrenoTampan;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3b279b54fac528bbd8e09efa28fb9c6f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1af74ea1&x-expires=1760756400&x-signature=uZtGWMs0135M8NVzmL8hMQ%2BXb8Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@freno_tampan;Kuyy;17/10/2025 10:56;13h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
Hendi;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3339f88a516fa94007c15df46b09ed88~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5949fec8&x-expires=1760756400&x-signature=TBdNrIKy%2FdRu33zAw69SAn6vrW8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@hndyfelor;pertama;17/10/2025 10:56;13h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
￶;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5fc8675fc4f3d3a0f868eebaa6f8d239~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=27d36c41&x-expires=1760756400&x-signature=Wh7tvgF1bB0LUpAv%2BuHxvSaLiJo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@samuels473;Tidak berguna Abis ini cari lagi pelatih dari bekas barcelona💀;17/10/2025 10:56;10h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
MR DETOK;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c11f753d3a3f3f4a3145a5a66694e0fe~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f164b92c&x-expires=1760756400&x-signature=QwvolV6AlugSEd8ToDEQ%2BfP81KQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@plagiat944;mentri raja judol;17/10/2025 10:56;11h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
Seekor Dino;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c457a211a47350d9d2ad1c56a480d20a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8215c61d&x-expires=1760756400&x-signature=JD2t6pIegDFWOp4a1%2BzwpRzZvG4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@dinomerah0304;kelamaan nyari alasan apa lagi ini;17/10/2025 10:56;11h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
Arip S;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c9ff74b327947ec7e508dfc65ddc309b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a53f0c09&x-expires=1760756400&x-signature=fVB3kc7wg5OeEdP5Uk3uUzAGQC8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@akuunpallsuu13;tong nu mahal mahal percuma 😂;17/10/2025 10:56;12h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
Anak Semata Wayang;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/54afbe73f6f1dafb7b1d7e652142e951~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0651e846&x-expires=1760756400&x-signature=%2B%2BbR%2FnqN9uSATJEfAcRjLesaM%2Bg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@listiyori94;dia mau nyari 1001 alesan ngalor ngidul dongeng sebelum tidur 😑😑😑;17/10/2025 10:56;12h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
bukan termul;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/49f678e13dec3ae4a64078688dc41550~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b5dd15f0&x-expires=1760756400&x-signature=AY5xYAkQU%2FTR2DiZM7Fv5Me66oQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@baicecep;minta pendapat dari si jasjus durjana dulu ya Rik?;17/10/2025 10:56;13h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
@Nurcholis22;https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/25ae37a84fab59091c8588cfd6fe864d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d59c6ae0&x-expires=1760756400&x-signature=8ZssaO9XlnWuM6D1NU%2BGYGa5tZA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@nurkolis134;MAFIA KAM PRET;17/10/2025 10:56;13h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
Mas Bro;https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/281c00910ee8aef7ce1b9ba3025bbfa5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=71316d51&x-expires=1760756400&x-signature=uocH6i8S0DwteCV5m4z80T7t5b4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@akualan132;🤣🤣🤣;17/10/2025 10:56;2h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
marek;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7346186957698891781~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4505932e&x-expires=1760756400&x-signature=rst1uTFaKT%2B11JWLuiCn9w0SUjU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@marekmarek888;😁;17/10/2025 10:56;5h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
danny yez;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/abea5752303ff84fbb8fcc79b311a621~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cc07fcf0&x-expires=1760756400&x-signature=aKKS%2BnNKPE5NGSJRHlk6%2BGqNqGc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@k.e.nco.ng;🥰🥰🥰;17/10/2025 10:56;5h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
Laili Muarifah;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7310116983385620485~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=eed12685&x-expires=1760756400&x-signature=EFZaZddMDO10KPz2JHY93nbaMdk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@laili.muarifah;😂😂😂;17/10/2025 10:56;7h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
kevinmaniks;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9c528447928221997b7c8c9c983e310b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6918b554&x-expires=1760756400&x-signature=phxqQS2cMjb7asayeh%2FkxUJlOkg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@kevinmaniks;😂;17/10/2025 10:56;8h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
WIL;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/383eab4cb3b25f6fb011e9c9aa8d81cb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5351c378&x-expires=1760756400&x-signature=vWVZR%2BnM1txkdYOA3PO%2FoLiWnNM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@isengsisengdoang;🤣🤣🤣;17/10/2025 10:56;9h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
sa✨;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7fa2282cc8b6a083b17f75b011df9e39~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=dcfd4611&x-expires=1760756400&x-signature=ktIazRhrivYFLqyBc5L%2B5%2F%2BoghE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@sa_april02;🥰;17/10/2025 10:56;10h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
sultanw34;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/40f599d3d9f41ade9e4db32e2a250516~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bc111c08&x-expires=1760756400&x-signature=jA8iQx88SlMl%2FRoVqS2w1xn%2FU5s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@sultanw34;😁;17/10/2025 10:56;11h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
MuhammadNurArifin1718;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/46638e7f843285ae6ec8fdd6dbd9bfb6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=36778bac&x-expires=1760756400&x-signature=Sil6oD6DU9qtdgYfiOzu7lScWGM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@muhammad_nur_arifin_1718;@erick.thohir #ShinTaeYoungComeback;17/10/2025 10:56;11h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
Gitawijayae;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7333811342465351686~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9d1b0f7e&x-expires=1760756400&x-signature=hDFV661rsEvjSGWEhe6wei9AEFY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@thantaaww;😁;17/10/2025 10:56;12h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
C.Putra 04 S;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d82f5981bc2fcacc86c450c9596cd5fb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5339b6b7&x-expires=1760756400&x-signature=aq%2F%2FR3g1J3Y%2F1ynRhMmn5gdviLU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@caturputrasubekti;@Erick Thohir kan rangkap;17/10/2025 10:56;12h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
T I M O T;https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7097971703082385435~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=aff09665&x-expires=1760756400&x-signature=nDox5mHxTnu67f%2FkaGcxQguBY7o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@angin_syahdu;🥱;17/10/2025 10:56;12h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
SamABIT🤣;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7f414a6bec1dde211e57f20991b86bda~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2b669d7c&x-expires=1760756400&x-signature=r%2BZFAcIMbkyPnDFpOaTI3XFvR%2FM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@abitsetiawan_23;😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅;17/10/2025 10:56;13h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
penjagahati;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/84a6d554cdab90f6cbbcc5fd12c0a3a5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e01eb65d&x-expires=1760756400&x-signature=PXrWwAfyVoyW1TGtfVBBzyMcgfQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@penjagahati329;😂;17/10/2025 10:56;13h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
rowr;https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/40f93c42c185bf50cc6623a1e6d2e167~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=00944d2d&x-expires=1760756400&x-signature=gKCLmd7xKIMhJ2Q82Pp1zO%2FI0vA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@row_968;😁;17/10/2025 10:56;13h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
Gross✪;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3239f2b5390e70b478612b6df1f90eac~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bc7094e1&x-expires=1760756400&x-signature=KiQSEP2fxN%2FFgHtHmWijYAbwyas%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@_jemo__;pelatih tapi tidak bisa melatih iya itu Kluivert 🗿;17/10/2025 10:56;12h ago;1;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
dapur_ab3;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6bae87725184c43c24263ac05261096c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=275aa699&x-expires=1760756400&x-signature=UqwSGRReTinsVtVilBiNK7mcOxA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@dapur_ab3;Kalo gentle sih mundur 😁;17/10/2025 10:56;3h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
rn_77;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ffc1809898825bc6407f8ddb8fee4775~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1b09a188&x-expires=1760756400&x-signature=pYhazy%2FSQIW1vGCVq3IksnbU9i0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@_77rrnn;"DOA AGAR TIMNAS TERUS BERTUMBUH LEBIH BAIK ❤️❤️❤ “Siapa saja dari hamba yang tertimpa suatu musibah lalu ia mengucapkan, ‘Inna lillahi wa inna ilaihi rooji’un. Allahumma’jurnii fii mushibatii wa akhlif lii khoiron minhaa (Segala sesuatu adalah milik Allah dan akan kembali pada-Nya. Ya Allah, berilah ganjaran terhadap musibah yang menimpaku dan berilah ganti dengan yang lebih baik)’, maka Allah akan memberinya ganjaran dalam musibahnya dan menggantinya dengan yang lebih baik. (H.R. Muslim). 🙏🏻🙏🏻🙏🏻 “Tidaklah seorang muslim tertimpa suatu penyakit dan keletihan, kehawatiran dan kesedihan, dan tidak juga gangguan dan kesusahan bahkan duri yang melukainya melainkan Allah akan menghapus kesalahan-kesalahannya.” (H.R Bukhari dan Muslim). 🥺🥺🥺 BERHENTI BERHARAP PADA MANUSIA “Dan hanya kepada Tuhanmulah engkau berharap.” (Q.S Al-Insyirah: 8). 👌👌👌 “Aku sudah pernah merasakan semua kepahitan dalam hidup dan yang paling pahit ialah berharap kepada manusia” – Ali bin Abi Thalib 💪💪💪 “Ketika hatimu terlalu berharap pada seseorang, maka Allah timpakan ke atas kamu pedihnya pengharapan supaya kamu mengetahui bahwa Allah sangat mencemburui orang yang berharap pada selain-Nya, Allah menghalangi dari perkara tersebut, semata agar ia kembali berharap kepada-Nya.” Imam Syafi'i 👍👍👍 ""Allah SWT cemburu jika hati hamba-Nya kosong dari kecintaan, rasa takut, dan harapan kepada-Nya, atau jika hatii itu dipenuhi oleh selain-Nya. Allah Subhanahu wa Ta’ala menciptakan hamba-Nya untuk-Nya dan memilihnya di antara makhluk-Nya,"" Ibnul Qoyyim";17/10/2025 10:56;10h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
b@ng @Lfian;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/422f1344ae47434e6eb4bde7feacb4c5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5832e52f&x-expires=1760756400&x-signature=XTsoAn%2F6aaNfLuv6nKQdjz6JJ34%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@bang_alfian07;saran yang pantas hanya coach Nova yg mampu membawa indo ke piala dunia walau hanya u17 ..karna ilmu dan roh sty ada di dadanya ..🥰;17/10/2025 10:56;10h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
Bakol Kopi☕;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/772636692809be27fb3996e5342eb9b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6dc49924&x-expires=1760756400&x-signature=RV7K7H8R%2B%2BqTnCq%2FosXozy94MsQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@alfredo.sindhunat;misi berhasil waktunya cuci tangan permainan yang sangat cantik 😂😂😂;17/10/2025 10:56;11h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
@￶user5613773557253;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/58e277e12435f355b108d3ad8110209b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=540f7823&x-expires=1760756400&x-signature=4da8oyz96x5LxuXTbeBqg82zEV8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@user56137735572536;gonta ganti pelatih, padahal yang harus diganti.. 🗿;17/10/2025 10:56;12h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
Yui;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e38a6243e88edd05194b08e89b79fba8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c68abd6c&x-expires=1760756400&x-signature=5ZfZ9OONS8u8IeSeJlx5Hzi%2FQ2c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@yudiyudi1111;Yang nyuruh erik mundur fiks ga ngerti bola.fomo;17/10/2025 10:56;13h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
DMXSinaga;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ecd6423d3006a26cecf1521d6d2cc075~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=03d82c0d&x-expires=1760756400&x-signature=%2FzWhoqEI7moLpLpAO1qIDSLDSSg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@dmxsin;masalah utamanya Erik tohir;17/10/2025 10:56;13h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
L4luh Rahman;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/96a5e5982d88fe4d5b3a6d024c1a2840~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ba2bcd48&x-expires=1760756400&x-signature=gyWZQ6ndbExEyM5novOPjD0aWWo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@l4luh.rahman;pecat erick thohir;17/10/2025 10:56;13h ago;0;1;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
Andon ae;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/36e0dd259adf97df557d13b574d4807b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ab54fca5&x-expires=1760756400&x-signature=L6tR%2FcjbOQmoZEUwZIqHjGhxia4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@don_ae_89;KLO gw sih mending jangan Balikin sty lagi Kita masih bisa cari pelatih di atas nya sty,Sty kurang bisa komunikasi Bahasa inggris sama pemain Diaspora Nah salah satu Faktor yang bikin tim kompak kan soal komunikasi antar sesama,soal nya sty juga banyak berskandal Sama pemain² Diaspora Seperti mees dan Eliano,mending cari pelatih lain aja dih😂;17/10/2025 10:56;27m ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
Aya;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3902cfbe16a5a0282bc788572a6def02~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=12a67f5e&x-expires=1760756400&x-signature=gx63ogU8UaAdlTqlKwo1INCOoAE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@jayanti_nifi;Gini nih klo jabatan 2. Ya menpora ya ketum pssi 🤪🤪;17/10/2025 10:56;48m ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
bakol tempe;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cb1c0a2defb85ef0627635a0d708f673~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a063f906&x-expires=1760756400&x-signature=wWe%2BFLyGHgP8dGhOQNaj%2BjItfwI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@bakol.tempe04;kesalahan kamu pak udah blunder mecat sty;17/10/2025 10:56;1h ago;0;;https://www.tiktok.com/@metro_tv/video/7561819548660321543?q=berita%20timnas%20indonesia&t=1760668955857;;;
